transaction_id,member_id,book_id,branch_id,checkout_date,due_date,return_date,fine_amount
T002252,M0120,B0369,BR1,2025-10-27 18:17:00,2025-11-10 18:17:00,2025-11-05 18:17:00,0.0
T002253,M0423,B0260,BR4,2025-01-31 14:30:00,2025-02-14 14:30:00,2025-02-05 14:30:00,0.0
T002254,M0315,B0054,BR1,2025-08-08 18:42:00,2025-08-22 18:42:00,2025-08-14 18:42:00,0.0
T002255,M0333,B0039,BR1,2024-03-14 12:24:00,2024-03-28 12:24:00,2024-03-19 12:24:00,0.0
T002256,M0374,B0229,BR1,2024-12-06 15:07:00,2024-12-20 15:07:00,2024-12-24 15:07:00,1.0
T002257,M0055,B0339,BR1,2025-05-30 19:57:00,2025-06-13 19:57:00,2025-06-08 19:57:00,0.0
T002258,M0029,B0351,BR4,2024-08-27 13:54:00,2024-09-10 13:54:00,2024-09-23 13:54:00,3.25
T002259,M0618,B0437,BR1,2025-08-31 12:56:00,2025-09-14 12:56:00,2025-09-10 12:56:00,0.0
T002260,M0687,B0194,BR1,2025-09-18 19:23:00,2025-10-02 19:23:00,2025-10-04 19:23:00,0.5
T002261,M0131,B0371,BR3,2025-08-29 13:19:00,2025-09-12 13:19:00,2025-09-02 13:19:00,0.0
T002262,M0409,B0002,BR1,2024-12-14 18:32:00,2024-12-28 18:32:00,2024-12-15 18:32:00,0.0
T002263,M0090,B0087,BR4,2025-05-13 14:06:00,2025-05-27 14:06:00,2025-05-26 14:06:00,0.0
T002264,M0001,B0239,BR1,2025-03-18 16:14:00,2025-04-01 16:14:00,2025-03-30 16:14:00,0.0
T002265,M0022,B0149,BR2,2024-11-06 14:12:00,2024-11-20 14:12:00,2024-11-13 14:12:00,0.0
T002266,M0707,B0167,BR2,2024-10-22 12:52:00,2024-11-05 12:52:00,2024-11-25 12:52:00,5.0
T002267,M0251,B0220,BR4,2024-12-30 13:43:00,2025-01-13 13:43:00,2025-01-31 13:43:00,4.5
T002268,M0632,B0374,BR4,2024-08-30 13:01:00,2024-09-13 13:01:00,2024-09-04 13:01:00,0.0
T002269,M0179,B0266,BR2,2025-07-24 16:05:00,2025-08-07 16:05:00,2025-08-03 16:05:00,0.0
T002270,M0418,B0037,BR2,2024-02-19 15:36:00,2024-03-04 15:36:00,2024-02-27 15:36:00,0.0
T002271,M0165,B0305,BR4,2024-10-01 13:40:00,2024-10-15 13:40:00,2024-10-03 13:40:00,0.0
T002272,M0395,B0023,BR1,2024-03-24 14:57:00,2024-04-07 14:57:00,2024-03-31 14:57:00,0.0
T002273,M0556,B0394,BR2,2024-03-27 18:36:00,2024-04-10 18:36:00,2024-04-08 18:36:00,0.0
T002274,M0211,B0402,BR2,2025-01-17 11:10:00,2025-01-31 11:10:00,2025-02-02 11:10:00,0.5
T002275,M0025,B0101,BR1,2025-07-03 18:20:00,2025-07-17 18:20:00,2025-07-15 18:20:00,0.0
T002276,M0588,B0265,BR3,2024-07-25 14:49:00,2024-08-08 14:49:00,2024-07-26 14:49:00,0.0
T002277,M0170,B0385,BR1,2024-02-14 11:27:00,2024-02-28 11:27:00,2024-02-15 11:27:00,0.0
T002278,M0763,B0152,BR1,2024-03-06 09:33:00,2024-03-20 09:33:00,2024-03-10 09:33:00,0.0
T002279,M0364,B0034,BR2,2025-04-15 12:22:00,2025-04-29 12:22:00,2025-04-29 12:22:00,0.0
T002280,M0399,B0253,BR2,2024-11-25 14:08:00,2024-12-09 14:08:00,2024-12-07 14:08:00,0.0
T002281,M0366,B0321,BR1,2024-09-24 10:43:00,2024-10-08 10:43:00,2024-10-24 10:43:00,4.0
T002282,M0725,B0411,BR1,2024-04-19 17:33:00,2024-05-03 17:33:00,2024-05-01 17:33:00,0.0
T002283,M0500,B0500,BR2,2025-12-25 18:40:00,2026-01-08 18:40:00,,0.0
T002284,M0193,B0424,BR2,2024-02-03 10:29:00,2024-02-17 10:29:00,2024-02-06 10:29:00,0.0
T002285,M0228,B0184,BR1,2025-09-05 17:13:00,2025-09-19 17:13:00,2025-09-14 17:13:00,0.0
T002286,M0556,B0104,BR2,2024-03-07 15:18:00,2024-03-21 15:18:00,2024-03-08 15:18:00,0.0
T002287,M0217,B0073,BR4,2024-03-21 09:22:00,2024-04-04 09:22:00,2024-04-04 09:22:00,0.0
T002288,M0411,B0119,BR3,2024-10-23 13:35:00,2024-11-06 13:35:00,2024-10-25 13:35:00,0.0
T002289,M0449,B0305,BR1,2024-03-18 17:10:00,2024-04-01 17:10:00,2024-03-30 17:10:00,0.0
T002290,M0505,B0271,BR2,2025-02-07 15:02:00,2025-02-21 15:02:00,2025-02-15 15:02:00,0.0
T002291,M0224,B0470,BR1,2024-04-29 10:29:00,2024-05-13 10:29:00,2024-05-15 10:29:00,0.5
T002292,M0776,B0185,BR2,2024-03-21 14:18:00,2024-04-04 14:18:00,2024-03-29 14:18:00,0.0
T002293,M0575,B0329,BR1,2025-11-14 10:20:00,2025-11-28 10:20:00,2025-12-03 10:20:00,1.25
T002294,M0785,B0236,BR2,2025-05-26 15:10:00,2025-06-09 15:10:00,2025-06-21 15:10:00,3.0
T002295,M0248,B0117,BR3,2025-10-31 13:22:00,2025-11-14 13:22:00,2025-11-07 13:22:00,0.0
T002296,M0753,B0101,BR1,2025-03-19 12:04:00,2025-04-02 12:04:00,2025-03-25 12:04:00,0.0
T002297,M0152,B0416,BR1,2024-11-12 18:04:00,2024-11-26 18:04:00,2024-12-02 18:04:00,1.5
T002298,M0035,B0301,BR3,2024-02-01 12:23:00,2024-02-15 12:23:00,2024-02-10 12:23:00,0.0
T002299,M0388,B0300,BR2,2025-05-13 15:58:00,2025-05-27 15:58:00,2025-05-23 15:58:00,0.0
T002300,M0131,B0321,BR3,2024-05-28 15:36:00,2024-06-11 15:36:00,2024-07-01 15:36:00,5.0
T002301,M0755,B0030,BR1,2024-03-02 15:33:00,2024-03-16 15:33:00,2024-03-11 15:33:00,0.0
T002302,M0229,B0027,BR1,2025-05-26 13:34:00,2025-06-09 13:34:00,2025-06-19 13:34:00,2.5
T002303,M0657,B0037,BR1,2025-09-02 13:22:00,2025-09-16 13:22:00,2025-09-13 13:22:00,0.0
T002304,M0036,B0062,BR2,2025-05-01 14:56:00,2025-05-15 14:56:00,2025-06-04 14:56:00,5.0
T002305,M0556,B0336,BR2,2025-03-14 17:19:00,2025-03-28 17:19:00,2025-03-19 17:19:00,0.0
T002306,M0290,B0335,BR2,2024-04-02 16:41:00,2024-04-16 16:41:00,2024-04-09 16:41:00,0.0
T002307,M0612,B0320,BR4,2024-01-10 11:05:00,2024-01-24 11:05:00,2024-01-25 11:05:00,0.25
T002308,M0195,B0334,BR3,2025-01-08 12:26:00,2025-01-22 12:26:00,2025-01-11 12:26:00,0.0
T002309,M0355,B0157,BR2,2025-12-15 15:11:00,2025-12-29 15:11:00,2025-12-19 15:11:00,0.0
T002310,M0658,B0351,BR2,2025-03-11 17:11:00,2025-03-25 17:11:00,2025-03-25 17:11:00,0.0
T002311,M0310,B0365,BR2,2024-11-23 19:54:00,2024-12-07 19:54:00,2024-12-07 19:54:00,0.0
T002312,M0063,B0074,BR1,2025-04-23 16:27:00,2025-05-07 16:27:00,2025-04-24 16:27:00,0.0
T002313,M0325,B0161,BR1,2024-11-11 13:41:00,2024-11-25 13:41:00,2024-11-21 13:41:00,0.0
T002314,M0738,B0447,BR4,2025-08-05 15:31:00,2025-08-19 15:31:00,2025-08-19 15:31:00,0.0
T002315,M0418,B0240,BR2,2025-06-10 15:31:00,2025-06-24 15:31:00,2025-06-18 15:31:00,0.0
T002316,M0172,B0105,BR3,2024-09-26 17:19:00,2024-10-10 17:19:00,2024-09-27 17:19:00,0.0
T002317,M0344,B0214,BR2,2025-03-09 14:33:00,2025-03-23 14:33:00,2025-03-19 14:33:00,0.0
T002318,M0259,B0447,BR3,2024-10-24 12:14:00,2024-11-07 12:14:00,2024-10-30 12:14:00,0.0
T002319,M0267,B0489,BR3,2024-04-08 13:54:00,2024-04-22 13:54:00,2024-04-22 13:54:00,0.0
T002320,M0678,B0233,BR1,2024-11-19 15:50:00,2024-12-03 15:50:00,2024-12-22 15:50:00,4.75
T002321,M0433,B0336,BR3,2024-04-15 11:19:00,2024-04-29 11:19:00,2024-04-17 11:19:00,0.0
T002322,M0754,B0323,BR4,2025-08-23 14:00:00,2025-09-06 14:00:00,2025-09-20 14:00:00,3.5
T002323,M0394,B0323,BR4,2025-02-11 13:15:00,2025-02-25 13:15:00,2025-02-15 13:15:00,0.0
T002324,M0623,B0484,BR4,2024-09-24 17:53:00,2024-10-08 17:53:00,2024-09-30 17:53:00,0.0
T002325,M0234,B0294,BR1,2024-10-29 13:14:00,2024-11-12 13:14:00,2024-11-29 13:14:00,4.25
T002326,M0712,B0467,BR1,2025-02-06 15:18:00,2025-02-20 15:18:00,2025-02-15 15:18:00,0.0
T002327,M0493,B0434,BR1,2025-10-07 10:58:00,2025-10-21 10:58:00,2025-10-12 10:58:00,0.0
T002328,M0434,B0290,BR1,2025-01-19 17:11:00,2025-02-02 17:11:00,2025-02-02 17:11:00,0.0
T002329,M0327,B0358,BR3,2024-11-18 14:45:00,2024-12-02 14:45:00,2024-12-02 14:45:00,0.0
T002330,M0468,B0015,BR3,2025-06-30 13:05:00,2025-07-14 13:05:00,2025-07-05 13:05:00,0.0
T002331,M0092,B0208,BR1,2024-10-01 16:34:00,2024-10-15 16:34:00,2024-10-31 16:34:00,4.0
T002332,M0507,B0202,BR1,2024-02-23 18:53:00,2024-03-08 18:53:00,2024-03-01 18:53:00,0.0
T002333,M0774,B0469,BR1,2024-07-30 17:04:00,2024-08-13 17:04:00,2024-08-07 17:04:00,0.0
T002334,M0255,B0063,BR2,2025-10-13 09:30:00,2025-10-27 09:30:00,2025-10-27 09:30:00,0.0
T002335,M0440,B0218,BR1,2024-04-11 14:40:00,2024-04-25 14:40:00,2024-04-12 14:40:00,0.0
T002336,M0449,B0348,BR1,2025-10-29 14:03:00,2025-11-12 14:03:00,2025-10-30 14:03:00,0.0
T002337,M0340,B0238,BR1,2025-05-15 14:03:00,2025-05-29 14:03:00,2025-06-09 14:03:00,2.75
T002338,M0391,B0441,BR4,2025-01-14 17:35:00,2025-01-28 17:35:00,2025-01-17 17:35:00,0.0
T002339,M0291,B0019,BR3,2024-10-07 19:54:00,2024-10-21 19:54:00,2024-10-21 19:54:00,0.0
T002340,M0195,B0373,BR3,2025-10-10 15:02:00,2025-10-24 15:02:00,2025-10-24 15:02:00,0.0
T002341,M0765,B0455,BR2,2024-09-09 15:44:00,2024-09-23 15:44:00,2024-10-07 15:44:00,3.5
T002342,M0644,B0135,BR1,2025-03-22 14:21:00,2025-04-05 14:21:00,2025-03-27 14:21:00,0.0
T002343,M0396,B0422,BR1,2025-04-28 12:31:00,2025-05-12 12:31:00,2025-05-08 12:31:00,0.0
T002344,M0484,B0470,BR1,2025-10-09 14:08:00,2025-10-23 14:08:00,2025-10-29 14:08:00,1.5
T002345,M0658,B0438,BR2,2024-08-14 17:37:00,2024-08-28 17:37:00,2024-08-26 17:37:00,0.0
T002346,M0122,B0434,BR1,2025-08-20 19:59:00,2025-09-03 19:59:00,2025-08-22 19:59:00,0.0
T002347,M0707,B0275,BR2,2024-10-25 15:33:00,2024-11-08 15:33:00,2024-10-26 15:33:00,0.0
T002348,M0639,B0483,BR2,2024-04-24 17:56:00,2024-05-08 17:56:00,2024-05-03 17:56:00,0.0
T002349,M0620,B0077,BR1,2024-03-26 17:55:00,2024-04-09 17:55:00,2024-03-30 17:55:00,0.0
T002350,M0733,B0369,BR3,2025-03-20 15:56:00,2025-04-03 15:56:00,2025-04-01 15:56:00,0.0
T002351,M0580,B0335,BR3,2025-05-23 18:33:00,2025-06-06 18:33:00,2025-06-02 18:33:00,0.0
T002352,M0265,B0159,BR2,2025-11-26 13:28:00,2025-12-10 13:28:00,2025-12-04 13:28:00,0.0
T002353,M0785,B0475,BR2,2024-11-26 17:24:00,2024-12-10 17:24:00,2024-12-05 17:24:00,0.0
T002354,M0333,B0440,BR1,2025-10-10 19:39:00,2025-10-24 19:39:00,2025-10-13 19:39:00,0.0
T002355,M0490,B0452,BR1,2025-03-25 13:41:00,2025-04-08 13:41:00,2025-03-26 13:41:00,0.0
T002356,M0375,B0427,BR3,2025-01-31 16:25:00,2025-02-14 16:25:00,2025-02-14 16:25:00,0.0
T002357,M0525,B0355,BR1,2025-04-08 10:50:00,2025-04-22 10:50:00,2025-05-01 10:50:00,2.25
T002358,M0311,B0083,BR1,2025-03-03 15:13:00,2025-03-17 15:13:00,2025-03-28 15:13:00,2.75
T002359,M0753,B0430,BR1,2024-12-08 14:11:00,2024-12-22 14:11:00,2024-12-21 14:11:00,0.0
T002360,M0360,B0156,BR1,2024-04-28 09:24:00,2024-05-12 09:24:00,2024-05-11 09:24:00,0.0
T002361,M0053,B0045,BR3,2024-03-21 16:58:00,2024-04-04 16:58:00,2024-03-22 16:58:00,0.0
T002362,M0057,B0379,BR4,2025-04-17 17:23:00,2025-05-01 17:23:00,2025-04-25 17:23:00,0.0
T002363,M0758,B0104,BR2,2024-05-09 18:53:00,2024-05-23 18:53:00,2024-05-25 18:53:00,0.5
T002364,M0182,B0101,BR4,2025-09-15 15:30:00,2025-09-29 15:30:00,2025-09-19 15:30:00,0.0
T002365,M0097,B0017,BR1,2025-11-07 18:22:00,2025-11-21 18:22:00,2025-11-20 18:22:00,0.0
T002366,M0182,B0423,BR4,2024-07-25 13:06:00,2024-08-08 13:06:00,2024-08-02 13:06:00,0.0
T002367,M0583,B0178,BR3,2024-11-29 13:27:00,2024-12-13 13:27:00,2024-12-03 13:27:00,0.0
T002368,M0676,B0288,BR1,2024-03-30 13:23:00,2024-04-13 13:23:00,2024-04-11 13:23:00,0.0
T002369,M0261,B0157,BR2,2024-10-15 13:40:00,2024-10-29 13:40:00,2024-10-21 13:40:00,0.0
T002370,M0731,B0288,BR3,2024-02-21 16:11:00,2024-03-06 16:11:00,2024-02-22 16:11:00,0.0
T002371,M0776,B0255,BR2,2025-08-27 12:52:00,2025-09-10 12:52:00,2025-09-05 12:52:00,0.0
T002372,M0620,B0337,BR1,2024-11-10 14:46:00,2024-11-24 14:46:00,2024-11-13 14:46:00,0.0
T002373,M0789,B0450,BR2,2025-11-05 18:42:00,2025-11-19 18:42:00,2025-11-23 18:42:00,1.0
T002374,M0507,B0354,BR1,2025-08-26 19:45:00,2025-09-09 19:45:00,2025-09-02 19:45:00,0.0
T002375,M0532,B0338,BR1,2025-01-25 14:34:00,2025-02-08 14:34:00,2025-01-27 14:34:00,0.0
T002376,M0559,B0454,BR1,2025-10-31 18:48:00,2025-11-14 18:48:00,2025-12-04 18:48:00,5.0
T002377,M0073,B0483,BR4,2025-02-24 14:16:00,2025-03-10 14:16:00,2025-03-02 14:16:00,0.0
T002378,M0285,B0077,BR3,2024-05-23 18:37:00,2024-06-06 18:37:00,2024-06-19 18:37:00,3.25
T002379,M0245,B0436,BR2,2024-10-04 15:26:00,2024-10-18 15:26:00,2024-10-17 15:26:00,0.0
T002380,M0308,B0062,BR3,2025-02-07 18:18:00,2025-02-21 18:18:00,2025-02-17 18:18:00,0.0
T002381,M0006,B0377,BR2,2025-08-17 16:40:00,2025-08-31 16:40:00,2025-08-24 16:40:00,0.0
T002382,M0303,B0103,BR4,2025-11-03 16:57:00,2025-11-17 16:57:00,2025-11-04 16:57:00,0.0
T002383,M0087,B0329,BR2,2025-12-15 19:42:00,2025-12-29 19:42:00,2025-12-22 19:42:00,0.0
T002384,M0782,B0178,BR3,2024-01-09 11:40:00,2024-01-23 11:40:00,2024-01-11 11:40:00,0.0
T002385,M0496,B0476,BR1,2024-12-10 13:06:00,2024-12-24 13:06:00,2024-12-17 13:06:00,0.0
T002386,M0549,B0358,BR3,2024-04-02 11:56:00,2024-04-16 11:56:00,2024-04-05 11:56:00,0.0
T002387,M0624,B0396,BR2,2025-02-17 19:52:00,2025-03-03 19:52:00,2025-03-06 19:52:00,0.75
T002388,M0498,B0298,BR2,2025-09-05 17:38:00,2025-09-19 17:38:00,2025-09-13 17:38:00,0.0
T002389,M0467,B0297,BR4,2025-03-27 17:53:00,2025-04-10 17:53:00,2025-03-28 17:53:00,0.0
T002390,M0182,B0098,BR4,2025-09-22 11:13:00,2025-10-06 11:13:00,2025-09-29 11:13:00,0.0
T002391,M0385,B0453,BR2,2024-12-22 17:47:00,2025-01-05 17:47:00,2024-12-23 17:47:00,0.0
T002392,M0783,B0371,BR2,2025-03-20 18:06:00,2025-04-03 18:06:00,2025-03-28 18:06:00,0.0
T002393,M0239,B0261,BR1,2025-04-04 15:33:00,2025-04-18 15:33:00,2025-04-19 15:33:00,0.25
T002394,M0368,B0384,BR1,2025-01-01 09:23:00,2025-01-15 09:23:00,2025-01-24 09:23:00,2.25
T002395,M0129,B0263,BR2,2024-08-24 16:15:00,2024-09-07 16:15:00,2024-08-29 16:15:00,0.0
T002396,M0144,B0493,BR1,2024-11-22 18:52:00,2024-12-06 18:52:00,2024-11-25 18:52:00,0.0
T002397,M0553,B0482,BR3,2025-06-04 15:07:00,2025-06-18 15:07:00,2025-06-18 15:07:00,0.0
T002398,M0701,B0282,BR3,2024-03-21 11:34:00,2024-04-04 11:34:00,2024-04-02 11:34:00,0.0
T002399,M0433,B0378,BR3,2024-10-17 18:59:00,2024-10-31 18:59:00,2024-11-13 18:59:00,3.25
T002400,M0237,B0307,BR1,2025-05-15 11:20:00,2025-05-29 11:20:00,2025-05-18 11:20:00,0.0
T002401,M0002,B0146,BR1,2024-03-20 17:22:00,2024-04-03 17:22:00,2024-03-29 17:22:00,0.0
T002402,M0378,B0170,BR3,2024-08-22 14:35:00,2024-09-05 14:35:00,2024-08-24 14:35:00,0.0
T002403,M0754,B0192,BR4,2025-07-02 12:25:00,2025-07-16 12:25:00,2025-07-09 12:25:00,0.0
T002404,M0054,B0402,BR1,2025-06-10 14:15:00,2025-06-24 14:15:00,2025-06-22 14:15:00,0.0
T002405,M0047,B0158,BR1,2024-08-26 17:35:00,2024-09-09 17:35:00,2024-09-24 17:35:00,3.75
T002406,M0553,B0206,BR3,2025-02-15 12:56:00,2025-03-01 12:56:00,2025-02-20 12:56:00,0.0
T002407,M0393,B0233,BR1,2025-01-31 16:08:00,2025-02-14 16:08:00,2025-02-14 16:08:00,0.0
T002408,M0185,B0152,BR1,2024-08-05 13:49:00,2024-08-19 13:49:00,2024-08-14 13:49:00,0.0
T002409,M0269,B0436,BR1,2025-02-27 13:23:00,2025-03-13 13:23:00,2025-03-15 13:23:00,0.5
T002410,M0387,B0138,BR2,2025-12-18 15:21:00,2026-01-01 15:21:00,2025-12-26 15:21:00,0.0
T002411,M0174,B0451,BR1,2025-07-16 14:41:00,2025-07-30 14:41:00,2025-07-25 14:41:00,0.0
T002412,M0096,B0339,BR4,2024-03-13 09:06:00,2024-03-27 09:06:00,2024-04-02 09:06:00,1.5
T002413,M0752,B0257,BR2,2024-02-20 15:57:00,2024-03-05 15:57:00,2024-02-26 15:57:00,0.0
T002414,M0731,B0281,BR3,2024-05-26 11:09:00,2024-06-09 11:09:00,2024-06-07 11:09:00,0.0
T002415,M0106,B0190,BR4,2025-06-15 18:42:00,2025-06-29 18:42:00,2025-06-16 18:42:00,0.0
T002416,M0202,B0386,BR1,2024-04-26 11:38:00,2024-05-10 11:38:00,2024-05-08 11:38:00,0.0
T002417,M0415,B0470,BR1,2025-05-24 11:43:00,2025-06-07 11:43:00,2025-05-31 11:43:00,0.0
T002418,M0500,B0155,BR2,2025-04-06 13:27:00,2025-04-20 13:27:00,2025-04-09 13:27:00,0.0
T002419,M0494,B0229,BR1,2024-11-01 12:49:00,2024-11-15 12:49:00,2024-11-03 12:49:00,0.0
T002420,M0113,B0124,BR4,2025-11-04 17:15:00,2025-11-18 17:15:00,2025-11-13 17:15:00,0.0
T002421,M0382,B0434,BR3,2025-05-19 12:03:00,2025-06-02 12:03:00,2025-06-03 12:03:00,0.25
T002422,M0353,B0481,BR1,2024-05-17 12:02:00,2024-05-31 12:02:00,2024-05-19 12:02:00,0.0
T002423,M0480,B0201,BR3,2025-11-27 12:26:00,2025-12-11 12:26:00,2025-12-11 12:26:00,0.0
T002424,M0019,B0268,BR4,2024-03-13 16:17:00,2024-03-27 16:17:00,2024-03-16 16:17:00,0.0
T002425,M0542,B0262,BR1,2025-10-07 14:54:00,2025-10-21 14:54:00,2025-10-31 14:54:00,2.5
T002426,M0165,B0157,BR4,2025-04-25 18:21:00,2025-05-09 18:21:00,2025-05-19 18:21:00,2.5
T002427,M0472,B0171,BR3,2025-04-25 18:34:00,2025-05-09 18:34:00,2025-05-22 18:34:00,3.25
T002428,M0037,B0045,BR1,2024-08-13 18:24:00,2024-08-27 18:24:00,2024-09-02 18:24:00,1.5
T002429,M0480,B0187,BR3,2024-11-04 15:01:00,2024-11-18 15:01:00,2024-11-07 15:01:00,0.0
T002430,M0660,B0442,BR1,2025-12-29 12:26:00,2026-01-12 12:26:00,,0.0
T002431,M0301,B0028,BR3,2025-03-19 16:30:00,2025-04-02 16:30:00,2025-04-09 16:30:00,1.75
T002432,M0417,B0216,BR3,2024-03-19 17:11:00,2024-04-02 17:11:00,2024-04-01 17:11:00,0.0
T002433,M0690,B0247,BR3,2024-10-18 16:55:00,2024-11-01 16:55:00,2024-10-23 16:55:00,0.0
T002434,M0107,B0419,BR1,2025-10-22 17:39:00,2025-11-05 17:39:00,2025-11-01 17:39:00,0.0
T002435,M0689,B0137,BR4,2025-10-25 16:44:00,2025-11-08 16:44:00,2025-11-08 16:44:00,0.0
T002436,M0350,B0494,BR3,2025-05-24 14:37:00,2025-06-07 14:37:00,2025-05-28 14:37:00,0.0
T002437,M0290,B0307,BR2,2024-11-26 16:34:00,2024-12-10 16:34:00,2024-12-09 16:34:00,0.0
T002438,M0416,B0145,BR4,2024-06-12 14:56:00,2024-06-26 14:56:00,2024-06-25 14:56:00,0.0
T002439,M0180,B0146,BR4,2024-11-16 18:24:00,2024-11-30 18:24:00,2024-11-29 18:24:00,0.0
T002440,M0800,B0345,BR1,2024-11-28 17:17:00,2024-12-12 17:17:00,2024-12-01 17:17:00,0.0
T002441,M0780,B0219,BR2,2025-11-02 15:07:00,2025-11-16 15:07:00,2025-11-29 15:07:00,3.25
T002442,M0456,B0406,BR1,2024-11-20 18:14:00,2024-12-04 18:14:00,2024-12-04 18:14:00,0.0
T002443,M0439,B0429,BR3,2025-09-15 16:02:00,2025-09-29 16:02:00,2025-09-29 16:02:00,0.0
T002444,M0198,B0188,BR3,2024-06-17 13:03:00,2024-07-01 13:03:00,2024-07-21 13:03:00,5.0
T002445,M0183,B0140,BR2,2024-03-13 15:07:00,2024-03-27 15:07:00,2024-03-21 15:07:00,0.0
T002446,M0123,B0119,BR3,2025-08-21 16:09:00,2025-09-04 16:09:00,2025-08-30 16:09:00,0.0
T002447,M0072,B0447,BR1,2025-12-02 09:19:00,2025-12-16 09:19:00,2026-01-02 09:19:00,4.25
T002448,M0773,B0405,BR1,2025-01-13 14:14:00,2025-01-27 14:14:00,2025-01-26 14:14:00,0.0
T002449,M0595,B0279,BR3,2025-03-12 11:22:00,2025-03-26 11:22:00,2025-03-25 11:22:00,0.0
T002450,M0036,B0129,BR2,2025-09-08 13:55:00,2025-09-22 13:55:00,2025-09-13 13:55:00,0.0
T002451,M0468,B0023,BR3,2025-05-19 17:21:00,2025-06-02 17:21:00,2025-06-02 17:21:00,0.0
T002452,M0790,B0476,BR4,2024-03-13 15:55:00,2024-03-27 15:55:00,2024-03-23 15:55:00,0.0
T002453,M0395,B0315,BR1,2024-09-23 19:33:00,2024-10-07 19:33:00,2024-10-07 19:33:00,0.0
T002454,M0555,B0206,BR1,2024-01-17 18:21:00,2024-01-31 18:21:00,2024-01-22 18:21:00,0.0
T002455,M0098,B0380,BR1,2025-10-09 14:49:00,2025-10-23 14:49:00,2025-10-16 14:49:00,0.0
T002456,M0336,B0133,BR3,2025-08-03 16:37:00,2025-08-17 16:37:00,2025-08-17 16:37:00,0.0
T002457,M0766,B0071,BR3,2025-03-10 12:55:00,2025-03-24 12:55:00,2025-03-22 12:55:00,0.0
T002458,M0149,B0060,BR3,2024-03-11 15:17:00,2024-03-25 15:17:00,2024-03-18 15:17:00,0.0
T002459,M0061,B0270,BR1,2024-08-22 18:59:00,2024-09-05 18:59:00,2024-09-01 18:59:00,0.0
T002460,M0543,B0225,BR3,2024-04-15 17:06:00,2024-04-29 17:06:00,2024-04-24 17:06:00,0.0
T002461,M0135,B0457,BR2,2025-09-29 09:49:00,2025-10-13 09:49:00,2025-10-01 09:49:00,0.0
T002462,M0394,B0335,BR4,2024-11-06 15:00:00,2024-11-20 15:00:00,2024-11-08 15:00:00,0.0
T002463,M0432,B0060,BR1,2025-10-21 11:10:00,2025-11-04 11:10:00,2025-10-28 11:10:00,0.0
T002464,M0160,B0469,BR4,2024-06-01 19:31:00,2024-06-15 19:31:00,2024-06-07 19:31:00,0.0
T002465,M0155,B0073,BR2,2025-02-28 12:27:00,2025-03-14 12:27:00,2025-03-12 12:27:00,0.0
T002466,M0342,B0007,BR3,2024-08-16 15:47:00,2024-08-30 15:47:00,2024-08-29 15:47:00,0.0
T002467,M0147,B0386,BR1,2025-07-21 16:40:00,2025-08-04 16:40:00,2025-07-22 16:40:00,0.0
T002468,M0081,B0110,BR3,2024-12-15 14:58:00,2024-12-29 14:58:00,2025-01-16 14:58:00,4.5
T002469,M0480,B0306,BR3,2024-03-12 15:27:00,2024-03-26 15:27:00,2024-03-23 15:27:00,0.0
T002470,M0105,B0422,BR1,2025-10-31 16:10:00,2025-11-14 16:10:00,2025-11-23 16:10:00,2.25
T002471,M0196,B0254,BR2,2024-04-09 18:25:00,2024-04-23 18:25:00,2024-04-14 18:25:00,0.0
T002472,M0690,B0335,BR3,2024-01-05 13:53:00,2024-01-19 13:53:00,2024-01-16 13:53:00,0.0
T002473,M0799,B0383,BR3,2024-03-12 16:35:00,2024-03-26 16:35:00,2024-03-17 16:35:00,0.0
T002474,M0489,B0191,BR3,2025-10-10 17:57:00,2025-10-24 17:57:00,2025-10-22 17:57:00,0.0
T002475,M0575,B0248,BR1,2025-09-19 11:39:00,2025-10-03 11:39:00,2025-10-11 11:39:00,2.0
T002476,M0551,B0161,BR1,2025-04-17 15:33:00,2025-05-01 15:33:00,2025-04-23 15:33:00,0.0
T002477,M0153,B0229,BR1,2025-11-17 16:55:00,2025-12-01 16:55:00,2025-11-29 16:55:00,0.0
T002478,M0718,B0046,BR1,2024-05-06 18:53:00,2024-05-20 18:53:00,2024-05-11 18:53:00,0.0
T002479,M0787,B0044,BR2,2024-11-06 14:33:00,2024-11-20 14:33:00,2024-11-10 14:33:00,0.0
T002480,M0537,B0391,BR1,2024-11-13 17:45:00,2024-11-27 17:45:00,2024-11-24 17:45:00,0.0
T002481,M0779,B0379,BR3,2024-05-12 18:01:00,2024-05-26 18:01:00,2024-06-01 18:01:00,1.5
T002482,M0783,B0120,BR2,2024-08-01 15:18:00,2024-08-15 15:18:00,2024-08-03 15:18:00,0.0
T002483,M0776,B0484,BR2,2025-06-27 17:10:00,2025-07-11 17:10:00,2025-07-09 17:10:00,0.0
T002484,M0343,B0037,BR3,2024-02-29 18:37:00,2024-03-14 18:37:00,2024-03-14 18:37:00,0.0
T002485,M0440,B0179,BR1,2025-12-23 15:16:00,2026-01-06 15:16:00,,0.0
T002486,M0233,B0218,BR1,2024-05-31 17:48:00,2024-06-14 17:48:00,2024-06-24 17:48:00,2.5
T002487,M0380,B0098,BR4,2025-04-16 15:00:00,2025-04-30 15:00:00,2025-04-29 15:00:00,0.0
T002488,M0771,B0045,BR1,2025-04-07 12:17:00,2025-04-21 12:17:00,2025-04-09 12:17:00,0.0
